,data1
9570,Aug 8 05:00:25seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=shoreline-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.323 MaxRTT=6.734 Avg-RTT=4.291 Jitter=4.411
9571,Aug 8 05:00:25seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9572,Aug 8 05:00:26seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wsu-everett-bacc Test=icmp-test Loss%=0.000000 Min-RTT=4.926 MaxRTT=42.817 Avg-RTT=17.784 Jitter=37.891
9573,Aug 8 05:00:26seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tacoma-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.662 MaxRTT=5.947 Avg-RTT=3.864 Jitter=3.285
9574,Aug 8 05:00:29seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9575,Aug 8 05:00:29seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9576,Aug 8 05:00:30seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wsu-snohomish-bacc Test=icmp-test Loss%=0.000000 Min-RTT=5.035 MaxRTT=53.112 Avg-RTT=29.074 Jitter=48.077
9577,Aug 8 05:00:30spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=wilsoncreek-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.618 MaxRTT=9.766999999999999 Avg-RTT=7.673 Jit
9578,Aug 8 05:00:31spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=pullman-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.476 MaxRTT=8.795999999999999 Avg-RTT=5.28 Jitter=5
9579,Aug 8 05:00:31seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=upperskagit-lib Test=icmp-test Loss%=0.000000 Min-RTT=34.535 MaxRTT=34.535 Avg-RTT=34.535 Jitter=0
9580,Aug 8 05:00:32seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=edmonds-ctc Test=icmp-test Loss%=0.000000 Min-RTT=3.007 MaxRTT=59.885 Avg-RTT=22.289 Jitter=56.878
9581,Aug 8 05:00:32seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=edmonds-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.939 MaxRTT=6.503 Avg-RTT=4.162 Jitter=3.564
9582,Aug 8 05:00:33seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9583,Aug 8 05:00:33seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9584,Aug 8 05:00:33seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tacoma-ctc Test=icmp-test Loss%=0.000000 Min-RTT=5.719 MaxRTT=8.827 Avg-RTT=7.76 Jitter=3.108
9585,Aug 8 05:00:34spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=wahluke-k12 Test=icmp-test Loss%=0.000000 Min-RTT=7.251 MaxRTT=10.05 Avg-RTT=8.196 Jitter=2.799
9586,Aug 8 05:00:37seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9587,Aug 8 05:00:37seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9588,Aug 8 05:00:41seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9589,Aug 8 05:00:41seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9590,Aug 8 05:00:43spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=inchelium-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.794 MaxRTT=15.463 Avg-RTT=9.608000000000001 Jitt
9591,Aug 8 05:00:45seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wsu-snohomish-bacc Test=icmp-test Loss%=0.000000 Min-RTT=2.796 MaxRTT=53.112 Avg-RTT=20.314 Jitter=50.316
9592,Aug 8 05:00:45seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9593,Aug 8 05:00:45seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9594,Aug 8 05:00:46seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=lakestevens-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.458 MaxRTT=7.288 Avg-RTT=5.168 Jitter=3.83
9595,Aug 8 05:00:50seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9596,Aug 8 05:00:50seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9597,Aug 8 05:00:53seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9598,Aug 8 05:00:53seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9599,Aug 8 05:00:54seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=shelton-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.332 MaxRTT=36.009 Avg-RTT=20.171 Jitter=31.677
9600,Aug 8 05:00:55seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wsu-gov-bacc Test=icmp-test Loss%=0.000000 Min-RTT=4.662 MaxRTT=64.85 Avg-RTT=25.437 Jitter=60.188
9601,Aug 8 05:00:55seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tumwater-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.555 MaxRTT=56.151 Avg-RTT=30.353 Jitter=51.596
9602,Aug 8 05:00:58seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9603,Aug 8 05:00:58seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9604,Aug 8 05:00:59spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=methowvalley-k12 Test=icmp-test Loss%=0.000000 Min-RTT=11.39 MaxRTT=13.843 Avg-RTT=12.655 Jitter=2.453
9605,Aug 8 05:01:00pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=camas-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.966 MaxRTT=12.703 Avg-RTT=6.727 Jitter=9.737
9606,Aug 8 05:01:01seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=upperskagit-lib Test=icmp-test Loss%=0.000000 Min-RTT=5.623 MaxRTT=34.535 Avg-RTT=15.299 Jitter=28.912
9607,Aug 8 05:01:01spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=esd105-k12 Test=icmp-test Loss%=0.000000 Min-RTT=8.593999999999999 MaxRTT=10.93 Avg-RTT=9.519 Jitter=2
9608,Aug 8 05:01:02seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9609,Aug 8 05:01:02seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9610,Aug 8 05:01:04spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=spokane-ione-ctc Test=icmp-test Loss%=0.000000 Min-RTT=4.611 MaxRTT=6.809 Avg-RTT=6.021 Jitter=2.198
9611,Aug 8 05:01:04seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=dieringer-k12 Test=icmp-test Loss%=0.000000 Min-RTT=71.341 MaxRTT=71.341 Avg-RTT=71.341 Jitter=0
9612,Aug 8 05:01:04seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=lopezisland-lib Test=icmp-test Loss%=0.000000 Min-RTT=71.409 MaxRTT=71.409 Avg-RTT=71.409 Jitter=0
9613,Aug 8 05:01:04seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=mukilteo-k12 Test=icmp-test Loss%=0.000000 Min-RTT=71.38 MaxRTT=71.38 Avg-RTT=71.38 Jitter=0
9614,Aug 8 05:01:04seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=nisqually-nwic Test=icmp-test Loss%=0.000000 Min-RTT=71.281 MaxRTT=71.281 Avg-RTT=71.281 Jitter=0
9615,Aug 8 05:01:04seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=monroe-k12 Test=icmp-test Loss%=0.000000 Min-RTT=71.348 MaxRTT=71.348 Avg-RTT=71.348 Jitter=0
9616,Aug 8 05:01:04spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=sprague-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.024 MaxRTT=7.44 Avg-RTT=5.653 Jitter=3.416
9617,Aug 8 05:01:07seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9618,Aug 8 05:01:07spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=valley-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.722 MaxRTT=35.573 Avg-RTT=14.466 Jitter=31.851
9619,Aug 8 05:01:07seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=everett-k12 Test=icmp-test Loss%=0.000000 Min-RTT=65.463 MaxRTT=65.463 Avg-RTT=65.463 Jitter=0
9620,Aug 8 05:01:07seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9621,Aug 8 05:01:07seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=skagitvalley-ctc Test=icmp-test Loss%=0.000000 Min-RTT=65.491 MaxRTT=65.491 Avg-RTT=65.491 Jitter=0
9622,Aug 8 05:01:07seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=burlingtonedison-k12 Test=icmp-test Loss%=0.000000 Min-RTT=66.998 MaxRTT=66.998 Avg-RTT=66.998 Jitter=0
9623,Aug 8 05:01:07seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=easton-k12 Test=icmp-test Loss%=0.000000 Min-RTT=66.804 MaxRTT=66.804 Avg-RTT=66.804 Jitter=0
9624,Aug 8 05:01:07seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=darrington-k12 Test=icmp-test Loss%=0.000000 Min-RTT=66.794 MaxRTT=66.794 Avg-RTT=66.794 Jitter=0
9625,Aug 8 05:01:07seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=cashmere-k12 Test=icmp-test Loss%=0.000000 Min-RTT=74.52 MaxRTT=74.52 Avg-RTT=74.52 Jitter=0
9626,Aug 8 05:01:08seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=westvalley-yak-k12 Test=icmp-test Loss%=0.000000 Min-RTT=36.29 MaxRTT=36.29 Avg-RTT=36.29 Jitter=0
9627,Aug 8 05:01:09seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=shelton-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.332 MaxRTT=36.009 Avg-RTT=17.178 Jitter=31.677
9628,Aug 8 05:01:09spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=starbuck-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.977 MaxRTT=14.734 Avg-RTT=9.074999999999999 Jitte
9629,Aug 8 05:01:10spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=stjohn-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.157 MaxRTT=6.12 Avg-RTT=4.181 Jitter=2.963
9630,Aug 8 05:01:10seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tumwater-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.227 MaxRTT=56.151 Avg-RTT=21.644 Jitter=51.924
9631,Aug 8 05:01:10seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9632,Aug 8 05:01:10seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9633,Aug 8 05:01:15seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9634,Aug 8 05:01:15seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9635,Aug 8 05:01:16spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=willow-k12 Test=icmp-test Loss%=0.000000 Min-RTT=8.785 MaxRTT=12.651 Avg-RTT=10.573 Jitter=3.866
9636,Aug 8 05:01:16seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=Raymond-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.256 MaxRTT=8.759 Avg-RTT=6.458 Jitter=3.503
9637,Aug 8 05:01:16spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=greatnorthern-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9638,Aug 8 05:01:18spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=keller-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.383 MaxRTT=6.768 Avg-RTT=5.627 Jitter=2.385
9639,Aug 8 05:01:18seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=vashonisland-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.72 MaxRTT=100.118 Avg-RTT=52.419 Jitter=95.398
9640,Aug 8 05:01:18pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=whitesalmon-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.714 MaxRTT=7.706 Avg-RTT=5.836 Jitter=2.992
9641,Aug 8 05:01:19seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9642,Aug 8 05:01:19seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9643,Aug 8 05:01:19pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=graysharbor-ilwaco-ctc Test=icmp-test Loss%=0.000000 Min-RTT=6.939 MaxRTT=13.548 Avg-RTT=9.144 Jitter=
9644,Aug 8 05:01:19seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=portgamble-nwic Test=icmp-test Loss%=0.000000 Min-RTT=3.009 MaxRTT=11.804 Avg-RTT=6.027 Jitter=8.795
9645,Aug 8 05:01:21seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=granitefalls-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.449 MaxRTT=7.996 Avg-RTT=5.153 Jitter=4.547
9646,Aug 8 05:01:21seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=marysville-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.229 MaxRTT=7.967 Avg-RTT=4.87 Jitter=4.738
9647,Aug 8 05:01:22seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=bremerton-k12 Test=icmp-test Loss%=0.000000 Min-RTT=2.338 MaxRTT=6.156 Avg-RTT=3.893 Jitter=3.818
9648,Aug 8 05:01:23seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9649,Aug 8 05:01:23seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9650,Aug 8 05:01:23spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=lacrosse-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.992 MaxRTT=6.078 Avg-RTT=4.695 Jitter=2.086
9651,Aug 8 05:01:24spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=orchardprairie-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.021 MaxRTT=5.181 Avg-RTT=3.801 Jitter=2.16
9652,Aug 8 05:01:24seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=arlington-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.727 MaxRTT=11.366 Avg-RTT=7.721 Jitter=5.639
9653,Aug 8 05:01:25spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=ritzville-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.475 MaxRTT=7.625 Avg-RTT=5.684 Jitter=3.15
9654,Aug 8 05:01:25spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=lamont-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.703 MaxRTT=7.266 Avg-RTT=5.796 Jitter=2.563
9655,Aug 8 05:01:26pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=aberdeen-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.79 MaxRTT=8.19 Avg-RTT=5.97 Jitter=3.4
9656,Aug 8 05:01:26spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=columbiastevens-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.495 MaxRTT=27.475 Avg-RTT=13.117 Jitter=22
9657,Aug 8 05:01:27seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9658,Aug 8 05:01:27seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9659,Aug 8 05:01:28seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=tenino-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.064 MaxRTT=72.304 Avg-RTT=39.184 Jitter=66.24
9660,Aug 8 05:01:28seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=graysharbor-raymond-ctc Test=icmp-test Loss%=0.000000 Min-RTT=6.13 MaxRTT=85.381 Avg-RTT=45.756 Jitter=79.251
9661,Aug 8 05:01:29seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=wshm-other Test=icmp-test Loss%=0.000000 Min-RTT=4.301 MaxRTT=6.354 Avg-RTT=5.292 Jitter=2.053
9662,Aug 8 05:01:30seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=skagitvalley-oakharbor-ctc Test=icmp-test Loss%=0.000000 Min-RTT=4.478 MaxRTT=83.774 Avg-RTT=31.216 Jitter=79
9663,Aug 8 05:01:31seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=riverview-k12 Test=icmp-test Loss%=0.000000 Min-RTT=3.637 MaxRTT=16.41 Avg-RTT=7.941 Jitter=12.773
9664,Aug 8 05:01:31seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9665,Aug 8 05:01:31seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9666,Aug 8 05:01:32seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=ferndale-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.813 MaxRTT=10.749 Avg-RTT=8.565 Jitter=3.936
9667,Aug 8 05:01:33seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=lopezisland-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.695 MaxRTT=14.901 Avg-RTT=8.146000000000001 Jitter=10
9668,Aug 8 05:01:33seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=olympia-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.005 MaxRTT=14.845 Avg-RTT=7.822 Jitter=10.84
9669,Aug 8 05:01:33seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=vashonisland-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.72 MaxRTT=100.118 Avg-RTT=39.637 Jitter=95.398
9670,Aug 8 05:01:33seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=graysharbor-ctc Test=icmp-test Loss%=0.000000 Min-RTT=6.094 MaxRTT=10.107 Avg-RTT=7.444 Jitter=4.013
9671,Aug 8 05:01:33spocore1/68.179.203.74 cscript.crypto: RPM_TEST_RESULTS: Owner=kettlefalls-k12 Test=icmp-test Loss%=0.000000 Min-RTT=7.444 MaxRTT=9.519 Avg-RTT=8.148999999999999 Jit
9672,Aug 8 05:01:34pdxcore1/68.179.203.69 cscript.crypto: RPM_TEST_RESULTS: Owner=wallawalla-ctc Test=icmp-test Loss%=0.000000 Min-RTT=8.006 MaxRTT=12.831 Avg-RTT=9.654 Jitter=4.825
9673,Aug 8 05:01:34seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=nisqually-nwic Test=icmp-test Loss%=0.000000 Min-RTT=5.028 MaxRTT=71.281 Avg-RTT=28.943 Jitter=66.253
9674,Aug 8 05:01:34seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=dieringer-k12 Test=icmp-test Loss%=0.000000 Min-RTT=4.777 MaxRTT=71.341 Avg-RTT=28.9 Jitter=66.564
9675,Aug 8 05:01:34seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=lopezisland-lib Test=icmp-test Loss%=0.000000 Min-RTT=5.093 MaxRTT=71.409 Avg-RTT=29.018 Jitter=66.316
9676,Aug 8 05:01:34seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=mukilteo-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.261 MaxRTT=71.38 Avg-RTT=29.539 Jitter=65.119
9677,Aug 8 05:01:34seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=monroe-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.405 MaxRTT=71.348 Avg-RTT=29.255 Jitter=65.943
9678,Aug 8 05:01:35seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=sbctc-sdc-1-ctc Test=icmp-test Loss%=0.000000 Min-RTT=3.631 MaxRTT=11.079 Avg-RTT=6.959 Jitter=7.448
9679,Aug 8 05:01:35seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=cascadia-ctc Test=icmp-test Loss%=0.000000 Min-RTT=4.543 MaxRTT=7.517 Avg-RTT=5.821 Jitter=2.974
9680,Aug 8 05:01:36seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pomeroy-k12 Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9681,Aug 8 05:01:36seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=pierce-puyallup-ctc Test=icmp-test Loss%=100.000000 Min-RTT=NaN MaxRTT=NaN Avg-RTT=NaN Jitter=NaN
9682,Aug 8 05:01:36seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=skagitvalley-ctc Test=icmp-test Loss%=0.000000 Min-RTT=4.424 MaxRTT=65.491 Avg-RTT=25.181 Jitter=61.067
9683,Aug 8 05:01:36seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=easton-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.666 MaxRTT=66.804 Avg-RTT=26.353 Jitter=61.138
9684,Aug 8 05:01:36seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=darrington-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.086 MaxRTT=66.794 Avg-RTT=26.485 Jitter=60.708
9685,Aug 8 05:01:36seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=everett-k12 Test=icmp-test Loss%=0.000000 Min-RTT=5.179 MaxRTT=65.463 Avg-RTT=27.592 Jitter=60.284
9686,Aug 8 05:01:36seacore1/68.179.203.66 cscript: RPM_TEST_RESULTS: Owner=cashmere-k12 Test=icmp-test Loss%=0.000000 Min-RTT=6.875 MaxRTT=74.52 Avg-RTT=29.473 Jitter=67.645
